id,sentence1,sentence2,label,similarity,similarity_percentage,plagiarism_status
4835,The Woolston Memorial Hospital was a Christian hospital in China and the first of its kind in Fuzhou .,The Woolston Memorial Hospital was a Christian hospital in China and was the first of its kind in Fuzhou .,1,1.0,100.0,Possible Plagiarism
4836,"The 2012 season of Esiliiga , the second level of the Estonian football system , is the twenty-third season in the history of the League .","The 2012 season of the Esiliiga , the third level in the Estonian football system , is the twenty-second season in the league 's history .",0,0.6183177996731944,61.83177996731944,Not Plagiarized
4837,"At the same time , a Neapolitan garrison would betray the first man to bribe him .","At the same time , a Neapolitan garrison would betray it to the first man who would bribe him .",1,1.0000000000000002,100.00000000000003,Possible Plagiarism
4838,"On 2 March , 1642 , Elizabeth Washington married Henry Washington ( c.1616 -- 1688 ) , `` sister of another future royalist officer , Colonel Legge '' .","On March 2 , 1642 , Legge married Elizabeth Washington ( c.1616 -- 1688 ) , `` sister of another future royalist officer , Colonel Henry Washington '' .",0,0.7736095163372202,77.36095163372202,Possible Plagiarism
4839,"The carefully documented specimens were sold to the Naturhistorisches Museum in Vienna and the Museum für Naturkunde in Berlin , Germany .",The carefully documented specimens were sold to the Naturhistorisches Museum in Vienna and Museum für Naturkunde in Berlin .,1,0.9238026005035382,92.38026005035383,Possible Plagiarism
4840,"In many countries , he participated in Vic and fought for Armenia at the 2000 Olympic Games in Sydney , Australia .","Vic fought in many different countries and participated for Armenia in the 2000 Olympic Games in Sydney , Australia .",0,0.7442841346785188,74.42841346785188,Possible Plagiarism
4841,"In 2013 , former President Brenda Kuecks received a Clean50 Award for her work to promote clean development and sustainable capitalism in Canada .","In 2013 , former President Brenda Kuecks received a Clean50 Award for her work to promote sustainable development and clean capitalism in Canada .",0,0.7443045649541955,74.43045649541955,Possible Plagiarism
4842,It was chosen as the 19th best film at the 7th Yokohama Film Festival .,It was elected at the 19th Yokohama Film Festival as the 7th best film .,0,0.5485297816691111,54.852978166911114,Not Plagiarized
4843,"In January 2011 , the deputy general secretary of FIBA Asia , Manuel V. Pangilinan , inspected the venue with SBP - President Hagop Khajirian .","In January 2011 , the deputy general secretary of FIBA Asia , Hagop Khajirian , inspected the venue together with SBP - President Manuel V. Pangilinan .",0,0.8143833503079119,81.4383350307912,Possible Plagiarism
4844,"The stories are very complicated but not very grasping , with a long series of events .","The stories are very complicated , but not very captivating , with a long series of events .",1,0.5744651733947116,57.44651733947116,Not Plagiarized
4845,"In 1870 , St. Meinrad became an abbey , with Martin Marty as abbot and Fintan Mundwiler as before .","In 1870 , St. Meinrad became an abbey , Fintan Mundwiler , and Martin Marty as prior .",0,0.6219700287363545,62.197002873635455,Not Plagiarized
4846,The mine Río Blanco is a large copper mine in the north of the region Loreto in Peru .,The mine Río Blanco is a large copper mine in the north of Peru in the region Loreto .,0,0.7669315927137316,76.69315927137316,Possible Plagiarism
4847,These 11 Yoga Upanishads belong to the Vedantic Shaka ( school ) from a Vedic point of view .,"From the Vedantic point of view , these 11 yoga upanishads belong to the Vedic Shaka ( school ) .",1,0.6549838312574768,65.49838312574768,Not Plagiarized
4848,"Available evidence suggests , however , that poor Lupine is a senescent source of wild food .","However , available evidence suggests that poor larval lupine is a senescent wild food source .",1,0.641846556250899,64.1846556250899,Not Plagiarized
4849,The aerodrome is owned by Hokitika Airport Ltd . The airport company is operated by the Westland District Council .,The airfield is operated by Hokitika Airport Ltd . The airport company is owned by the Westland District Council .,0,0.6183177996731944,61.83177996731944,Not Plagiarized
4850,"On the left , the 10th IR would also attack the 13th Brigade line south of Marrett Wood .",On the left side the 10th IR would also attack the 13th Brigade line south of Marrett Wood .,1,1.0000000000000009,100.00000000000009,Possible Plagiarism
4851,A singular conspiracy ( 1974 ) by Edgar Allan Poe is a fictitious treatment of the period not recorded in Barry Perowne 's life from January to May 1844 .,A Singular Conspiracy ( 1974 ) by Barry Perowne is a fictional treatment of the unaccounted period in Edgar Allan Poe 's life from January to May 1844 .,0,0.5294087972467679,52.94087972467679,Not Plagiarized
4852,"He was graduated from Cumberland University in 1872 and from the Legal Department of Mansfield College , Lebanon , Tennessee .","He was graduated in 1872 from Mansfield College and the Legal Department of Cumberland University , Lebanon , Tennessee .",0,0.5863466456901572,58.63466456901571,Not Plagiarized
4853,"Sessiles to this primary comb will be secondary combs , however all subsequent combs under the protection of the envelope .","Sessile to this primary comb will be subsequent combs will be all secondary combs , however , under the protection of the envelope .",0,0.6549838312574768,65.49838312574768,Not Plagiarized
4854,"The heroic writer Suetonius recorded an anecdote of the Roman centurion Cassius Scaeva , who fought under Caesar in the Battle of Dyrrachium .","The heroic writer Suetonius recorded an anecdote of the Roman centurios Cassius Scaeva , who fought at the Battle of Dyrrachium under Caesar .",1,0.6694188517266485,66.94188517266485,Not Plagiarized
4855,"In addition to the waters of the Colorado , water from the Willow Creek is pumped directly below the dam to Lake Granby .","In addition to the waters of the Colorado , water from Willow Creek just below the dam is pumped up to Lake Granby .",1,0.6183177996731944,61.83177996731944,Not Plagiarized
4856,"Buses run from the bus stop to Baildon , Bradford , Cleckheaton , Dewsbury , Elland , Halifax , Huddersfield , Leeds , Wakefield and Shipley .","Buses run from the bus station to Baildon , Bradford , Cleckheaton , Dewsbury , Elland , Halifax , Huddersfield , Leeds , Shipley and Wakefield .",1,0.6901601175589304,69.01601175589303,Not Plagiarized
4857,"Meanwhile , Ben begins to connect with Norman and they become close friends after a sleepover .","Meanwhile , Norman starts to connect with Ben and they become close friends after a sleepover .",0,0.4475108672073399,44.75108672073399,Not Plagiarized
4858,"On February 25 , 2005 , Coachman appeared at another live event and was once again interviewed by Graham before striking him out .","On February 25 , 2005 , Coachman appeared at another live event and was again interviewed by Graham before knocking him out .",1,0.8114301161975616,81.14301161975615,Possible Plagiarism
4859,"Eoacmaea albonotata is a species of sea snail , a true Limpet , a true gastropod mollusk in the Eoacmaeidae family , one of the Marinelimpets families .","Eoacmaea albonotata is a species of sea snail , a true limpet , a marine gastropod mollusk in the family Eoacmaeidae , one of the families of true limpets .",0,0.582765822065956,58.27658220659559,Not Plagiarized
4860,"Two years later , Gulam Ali , as Governor of Kashmir , put down the rebellion of Hari Singh Nalwa , the heaviest Khakha chief .","Two years later , as Governor of Kashmir , Hari Singh Nalwa put down the rebellion of the most troublesome Khakha chief , Gulam Ali .",0,0.5655517669836122,56.55517669836122,Not Plagiarized
4861,"The area has 13 primary schools and more than thirty public secondary schools three village Polytechnics , all led by the government .","The area has 13 secondary public schools and more than thirty primary schools , three village of Polytechnics , all led by the government .",0,0.7266101926384432,72.66101926384432,Possible Plagiarism
4862,"In addition to the waters of the Colorado , water from Willow Creek just below the dam is pumped up to Lake Granby .","In addition to the waters of the Willow Creek , water from Lake Granby is pumped under the dam to Colorado .",0,0.4858995107811371,48.58995107811371,Not Plagiarized
4863,"In the years later , Mark Davis and the Raiders created the Al Davis torch .","In the years after , Mark Davis and the Raiders created the Al Davis torch .",1,0.8059384023279517,80.59384023279517,Possible Plagiarism
4864,"Alfred Anson was the uncle of William Temple , Archbishop of York and Archbishop of Canterbury .","William William Temple was the uncle of Alfred Anson , Archbishop of York and Archbishop of Canterbury .",0,0.6999747686682731,69.99747686682731,Not Plagiarized
4865,"These pieces were created during the reconstruction of the central pavilion of the castle , by Abel Servien , for Louis Le Vau , from 1655 to 1658 .",These pieces were created during the reconstruction of the central pavilion of the castle of Louis Le Vau for Abel Servien from 1655 to 1658 .,0,0.7877964172867844,78.77964172867844,Possible Plagiarism
